count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
80900,2017,7,"East of England",129,Peterborough,A47,Major,A47,"MARHOLM ROAD",513700,298510,52.57253788,-0.32371792,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",0,13,1790,14,225,8,5,0,1,1,0,16,2057
80964,2017,7,"East of England",129,Peterborough,A605,Major,"A1139 spur","A1139 spur",519960,296170,52.55016862,-0.23223985,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",1,35,6306,23,1303,155,12,15,4,14,30,230,7897
16206,2011,7,"East of England",129,Peterborough,A15,Major,A605,A605,519240,297800,52.56497318,-0.24226776,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",511,194,15999,351,2326,105,12,10,16,7,5,155,19025
56220,2015,7,"East of England",129,Peterborough,A15,Major,"Bishop's Road roundabout",A1179,519000,298400,52.57041703,-0.24559155,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",365,203,24786,864,2737,206,66,31,33,3,3,343,28935
75359,2007,7,"East of England",129,Peterborough,A6118,Major,A47,A1,507600,299850,52.58581911,-0.41325389,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",0,46,5423,48,997,331,54,157,45,94,258,939,7453
18007,2017,7,"East of England",129,Peterborough,A605,Major,A1129,B1091,520090,297000,52.55759800,-0.23002347,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",236,122,10285,51,1523,75,14,5,5,0,0,99,12081
75354,2017,7,"East of England",129,Peterborough,A1139,Major,"A1139 spur","A1139 spur",519970,296100,52.54953743,-0.23211773,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",0,315,38165,18,7765,930,235,277,148,597,2171,4358,50622
80963,2017,7,"East of England",129,Peterborough,A605,Major,"A1139 spur","A605 spur",520197,296430,52.55245264,-0.22865227,0.20,0.12,Estimated,"Estimated from nearby links",32,92,8954,79,1784,206,50,66,32,83,103,541,11450
74052,2017,7,"East of England",129,Peterborough,A6118,Major,"LA Boundary",A47,507340,299500,52.58272522,-0.41720322,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",17,17,1598,2,325,3,2,0,0,0,0,5,1947
36519,2011,7,"East of England",129,Peterborough,A1139,Major,A15,A47,521550,302000,52.60220124,-0.20666616,1.30,0.81,Counted,"Manual count",2,229,17316,128,2430,724,93,79,68,1084,363,2411,22514
16076,2011,7,"East of England",129,Peterborough,A1,Major,A6118,"A43 Worthorpe",507460,300000,52.58719472,-0.41527082,8.00,4.97,Estimated,"Estimated using previous year's AADF on this link",0,265,36436,180,6353,1010,244,152,345,1991,2091,5833,49067
16480,2011,7,"East of England",129,Peterborough,A47,Major,"Fulbridge Rd roundabout",A15/A1139,519200,302100,52.60361986,-0.24131154,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",0,167,21104,73,3327,586,91,198,97,518,459,1949,26620
75354,2015,7,"East of England",129,Peterborough,A1139,Major,"A1139 spur","A1139 spur",519970,296100,52.54953743,-0.23211773,0.20,0.12,Counted,"Manual count",1,406,34846,51,6217,1191,205,208,111,578,2087,4380,45900
56517,2015,7,"East of England",129,Peterborough,A47,Major,A1260,A15,516555,300185,52.58698542,-0.28102227,4.00,2.49,Counted,"Manual count",0,212,43825,82,5788,790,117,134,90,296,739,2166,52072
17970,2007,7,"East of England",129,Peterborough,A1129,Major,A15,A605,519000,296980,52.55765746,-0.24610064,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",195,50,6394,68,1030,192,13,17,5,3,9,239,7781
47584,2007,7,"East of England",129,Peterborough,A1260,Major,A1179,A47(T),516000,298050,52.56791931,-0.28995708,1.20,0.75,Counted,"Manual count",2,198,31577,148,3832,925,124,93,126,222,234,1724,37479
56220,2017,7,"East of England",129,Peterborough,A15,Major,"Bishop's Road roundabout",A1179,519000,298400,52.57041703,-0.24559155,0.70,0.43,Counted,"Manual count",194,220,20002,612,2467,187,37,19,18,13,8,282,23583
36083,2011,7,"East of England",129,Peterborough,A1,Major,"LA Boundary",A6118,507630,299400,52.58176932,-0.41295735,0.60,0.37,Counted,"Manual count",0,235,29577,182,5102,1009,183,203,340,2135,2146,6016,41112
75353,2015,7,"East of England",129,Peterborough,A1139,Major,"A1139 main route",A605,520210,296500,52.55307877,-0.22843530,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",0,95,5902,25,960,56,11,5,18,1,26,116,7099
56096,2008,7,"East of England",129,Peterborough,A1139,Major,"A1139 Orton Parkway",A1260,516000,294840,52.53907476,-0.29107818,2.80,1.74,Counted,"Manual count",0,289,46528,90,7859,1375,254,330,338,1747,1302,5346,60112
77184,2008,7,"East of England",129,Peterborough,A605,Major,"Park Farm Way roundabout","LA Boundary",522500,296170,52.54960358,-0.19479948,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",30,86,9656,112,1431,592,90,243,30,93,299,1347,12632
36083,2015,7,"East of England",129,Peterborough,A1,Major,"LA Boundary",A6118,507630,299400,52.58176932,-0.41295735,0.60,0.37,Counted,"Manual count",0,191,32664,69,7053,1236,237,184,213,1806,3783,7459,47438
99948,2008,7,"East of England",129,Peterborough,A605,Major,"A605 split",A1139,514000,296030,52.55018996,-0.32014490,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",28,28,5520,44,850,182,16,14,9,4,27,252,6694
36222,2008,7,"East of England",129,Peterborough,A15,Major,A1179,"Westfield Rd roundabout",518770,299000,52.57585861,-0.24876866,1.20,0.75,Counted,"Manual count",266,269,32453,328,2541,241,29,8,35,6,11,330,35921
80964,2008,7,"East of England",129,Peterborough,A605,Major,"A1139 spur","A1139 spur",519960,296170,52.55016862,-0.23223985,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",3,54,9626,59,1492,293,43,209,22,118,338,1023,12254
81046,2008,7,"East of England",129,Peterborough,A47,Major,A47,"LOVE'S HILL",513590,298360,52.57121294,-0.32539164,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",0,8,1419,24,227,32,7,0,1,1,3,44,1722
77186,2017,7,"East of England",129,Peterborough,A15,Major,A1260,"Phorpres Way roundabout",518530,295250,52.54221471,-0.25364722,0.60,0.37,Estimated,"Estimated from nearby links",142,31,4669,61,641,58,5,7,0,1,1,72,5474
36083,2008,7,"East of England",129,Peterborough,A1,Major,"LA Boundary",A6118,507630,299400,52.58176932,-0.41295735,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",1,178,28898,115,4659,1877,245,532,407,1019,3125,7205,41055
47898,2008,7,"East of England",129,Peterborough,A1139,Major,"A1139 Fletton Parkway",A605,515100,295000,52.54070326,-0.30428641,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",2,80,11033,35,1030,118,30,16,5,8,15,192,12370
7995,2008,7,"East of England",129,Peterborough,A15,Major,A1129,A605,519000,297330,52.56080243,-0.24597520,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",99,77,5496,134,1034,98,11,6,2,4,8,129,6870
80965,2008,7,"East of England",129,Peterborough,A1139,Major,"A1139 spur","A605 spur",519610,295920,52.54799916,-0.23748907,0.20,0.12,Counted,"Manual count",13,52,5611,18,795,154,18,18,91,147,128,556,7032
80958,2008,7,"East of England",129,Peterborough,A1139,Major,"A605 spur",A1139,520140,296500,52.55309420,-0.22946720,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",0,38,6156,43,1070,171,23,72,15,61,80,422,7729
46221,2008,7,"East of England",129,Peterborough,A15,Major,A605,"Bishops Rd roundabout",519260,298000,52.56676592,-0.24190098,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",780,313,24183,661,3024,262,63,29,12,6,14,386,28567
75354,2014,7,"East of England",129,Peterborough,A1139,Major,"A1139 spur","A1139 spur",519970,296100,52.54953743,-0.23211773,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",0,197,31194,78,5336,832,251,245,122,654,1871,3976,40782
47898,2015,7,"East of England",129,Peterborough,A1139,Major,"A1139 Fletton Parkway",A605,515100,295000,52.54070326,-0.30428641,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",8,70,11042,17,957,116,15,10,11,6,7,165,12249
8678,2008,7,"East of England",129,Peterborough,A1139,Major,A1139,A15,520800,301660,52.59931328,-0.21785858,1.80,1.12,Counted,"Manual count",1,193,25334,101,4263,609,133,168,164,507,584,2165,32056
57821,2008,7,"East of England",129,Peterborough,A1139,Major,"A1139 spur",A15,521000,300500,52.58884574,-0.21533082,5.30,3.29,Counted,"Manual count",0,305,22486,102,4085,729,186,266,160,1008,752,3101,30079
46222,2008,7,"East of England",129,Peterborough,A15,Major,"Westfield rd roundabout","Maskew Ave roundabout",518400,300000,52.58492483,-0.25386886,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",24,338,20634,225,2669,314,32,22,18,11,14,411,24277
36221,2008,7,"East of England",129,Peterborough,A15,Major,"Phorpres Way roundabout",A1129,518800,296700,52.55518513,-0.24914945,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",91,63,5621,57,648,89,9,9,5,5,7,124,6513
47898,2014,7,"East of England",129,Peterborough,A1139,Major,"A1139 Fletton Parkway",A605,515100,295000,52.54070326,-0.30428641,1.90,1.18,Counted,"Manual count",9,79,10827,16,912,122,15,10,9,6,7,170,12004
70246,2017,7,"East of England",129,Peterborough,A605,Major,"LA Boundary","A605 split",513369,295694,52.54730229,-0.32956131,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",71,111,4994,24,671,65,11,2,6,6,4,92,5891
80975,2008,7,"East of England",129,Peterborough,A1139,Major,A1260,"A1139 spur",518250,295800,52.54721765,-0.25757816,1.50,0.93,Counted,"Manual count",2,340,42200,124,6878,1241,266,336,360,1443,1536,5182,54724
8679,2008,7,"East of England",129,Peterborough,A15,Major,B1443,A47,517060,305000,52.63014305,-0.27186936,5.40,3.36,Estimated,"Estimated using previous year's AADF on this link",5,136,9800,84,1616,404,129,271,92,309,685,1890,13526
18007,2011,7,"East of England",129,Peterborough,A605,Major,A1129,B1091,520090,297000,52.55759800,-0.23002347,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",101,119,10290,72,1704,136,19,20,4,5,5,189,12374
37396,2011,7,"East of England",129,Peterborough,A605,Major,A15,A1129,519400,297200,52.55954678,-0.24012428,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",253,126,9538,111,1106,173,20,7,3,3,0,206,11087
77182,2017,7,"East of England",129,Peterborough,A15,Major,A47,"David's Lane roundabout",517000,302480,52.60751211,-0.27364655,2.90,1.80,Estimated,"Estimated using previous year's AADF on this link",31,180,21677,144,2827,302,15,14,19,53,24,427,25254
81037,2008,7,"East of England",129,Peterborough,A47,Major,"MARHOLM ROAD",A47,514690,298570,52.57286942,-0.30909600,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",11,154,18638,119,2682,628,84,310,188,356,551,2117,23710
99372,2008,7,"East of England",129,Peterborough,A47,Major,A15/A1139,A1139,521400,302480,52.60654772,-0.20870386,2.00,1.24,Estimated,"Estimated using previous year's AADF on this link",0,76,13375,111,2207,370,114,250,62,250,417,1463,17232
26221,2008,7,"East of England",129,Peterborough,A15,Major,"Maskew Ave roundabout",A47,518000,301070,52.59462633,-0.25938887,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",19,390,28868,445,2830,408,41,66,23,22,12,572,33105
58363,2014,7,"East of England",129,Peterborough,A15,Major,"A15 Werrington Parkway","LA Boundary",513500,309400,52.67043601,-0.32293142,5.90,3.67,Estimated,"Estimated using previous year's AADF on this link",3,154,11741,27,1896,275,31,133,58,224,320,1041,14859
75353,2014,7,"East of England",129,Peterborough,A1139,Major,"A1139 main route",A605,520210,296500,52.55307877,-0.22843530,0.40,0.25,Counted,"Manual count",0,99,5972,25,897,56,10,5,15,1,26,112,7105
38480,2011,7,"East of England",129,Peterborough,A47,Major,A6118,A6118,507450,299750,52.58495011,-0.41549939,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",4,111,15006,80,2426,557,102,341,78,345,423,1846,19469
56517,2017,7,"East of England",129,Peterborough,A47,Major,A1260,A15,516555,300185,52.58698542,-0.28102227,4.00,2.49,Counted,"Automatic counter",0,197,40023,76,5905,776,101,145,85,258,706,2072,48273
77187,2017,7,"East of England",129,Peterborough,A1260,Major,A15,"Phorpres Way roundabout",518300,295140,52.54127624,-0.25707613,0.40,0.25,Estimated,"Estimated from nearby links",1,154,29127,130,2780,243,76,69,18,46,90,542,32733
75358,2007,7,"East of England",129,Peterborough,A6118,Major,A47,A1,507400,299830,52.58567888,-0.41621115,0.20,0.12,Estimated,"Estimated from nearby links",0,46,5423,48,998,331,54,157,45,93,259,939,7454
74052,2007,7,"East of England",129,Peterborough,A6118,Major,"LA Boundary",A47,507340,299500,52.58272522,-0.41720322,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",16,16,2331,3,374,28,0,0,1,1,0,30,2754
75353,2007,7,"East of England",129,Peterborough,A1139,Major,"A1139 main route",A605,520210,296500,52.55307877,-0.22843530,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",0,43,4692,45,926,203,23,65,29,43,52,415,6121
75354,2007,7,"East of England",129,Peterborough,A1139,Major,"A1139 spur","A1139 spur",519970,296100,52.54953743,-0.23211773,0.20,0.12,Counted,"Manual count",0,189,29597,108,5156,1205,207,197,241,1028,1087,3965,39015
18007,2007,7,"East of England",129,Peterborough,A605,Major,A1129,B1091,520090,297000,52.55759800,-0.23002347,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",81,138,10389,77,1381,138,15,21,4,6,5,189,12174
80968,2014,7,"East of England",129,Peterborough,A1139,Major,"A1139 spur","A1139 spur",519580,295940,52.54818545,-0.23792406,0.70,0.43,Counted,"Manual count",0,220,31430,52,6312,853,174,189,110,741,1737,3804,41818
80970,2014,7,"East of England",129,Peterborough,A1139,Major,"A605 spur",A1139,519760,296000,52.54868506,-0.23524925,0.30,0.19,Estimated,"Estimated from nearby links",0,11,1602,4,260,40,11,11,6,34,95,196,2072
77183,2014,7,"East of England",129,Peterborough,A47,Major,A15,"Fulbridge Road roundabout",518500,301780,52.60089743,-0.25175708,1.20,0.75,Counted,"Manual count",0,139,24914,95,3598,614,150,167,51,225,620,1828,30574
80467,2014,7,"East of England",129,Peterborough,A605,Major,A605,A1139,520171,296346,52.55170359,-0.22906593,0.38,0.24,Estimated,"Estimated from nearby links",27,99,8924,79,1708,217,55,70,20,64,89,516,11326
57821,2014,7,"East of England",129,Peterborough,A1139,Major,"A1139 spur",A15,521000,300500,52.58884574,-0.21533082,5.30,3.29,Estimated,"Estimated using previous year's AADF on this link",0,215,23894,182,4626,760,134,318,143,871,962,3187,32104
81079,2014,7,"East of England",129,Peterborough,A47,Major,A6118,"MARHOLM ROAD",510000,299260,52.58003752,-0.37804083,6.70,4.16,Estimated,"Estimated using previous year's AADF on this link",3,131,14663,78,2967,432,131,247,93,282,495,1680,19518
80971,2014,7,"East of England",129,Peterborough,A1139,Major,A1139,"A1139 link to A605 spur",519470,295920,52.54802986,-0.23955265,0.40,0.25,Estimated,"Estimated from nearby links",18,68,6122,54,1171,149,38,48,14,44,61,354,7770
81046,2014,7,"East of England",129,Peterborough,A47,Major,A47,"LOVE'S HILL",513590,298360,52.57121294,-0.32539164,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",0,8,1334,24,305,31,10,0,1,1,3,46,1717
80969,2014,7,"East of England",129,Peterborough,A1139,Major,"A605 spur",A1139,519760,295940,52.54814593,-0.23527088,0.40,0.25,Estimated,"Estimated from nearby links",0,9,1518,4,274,44,14,13,7,32,92,201,2006
81037,2014,7,"East of England",129,Peterborough,A47,Major,"MARHOLM ROAD",A47,514690,298570,52.57286942,-0.30909600,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",0,171,19450,118,2662,531,71,273,32,467,496,1869,24270
77182,2014,7,"East of England",129,Peterborough,A15,Major,A47,"David's Lane roundabout",517000,302480,52.60751211,-0.27364655,2.90,1.80,Estimated,"Estimated using previous year's AADF on this link",39,241,22481,156,3162,257,36,22,19,42,57,433,26473
80965,2014,7,"East of England",129,Peterborough,A1139,Major,"A1139 spur","A605 spur",519610,295920,52.54799916,-0.23748907,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",10,50,5277,19,1069,150,25,23,39,92,136,465,6880
77186,2014,7,"East of England",129,Peterborough,A15,Major,A1260,"Phorpres Way roundabout",518530,295250,52.54221471,-0.25364722,0.60,0.37,Estimated,"Estimated from nearby links",171,35,4541,66,532,61,5,6,0,1,1,74,5248
80900,2014,7,"East of England",129,Peterborough,A47,Major,A47,"MARHOLM ROAD",513700,298510,52.57253788,-0.32371792,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",0,18,1357,19,251,31,5,0,0,1,6,42,1688
80963,2014,7,"East of England",129,Peterborough,A605,Major,"A1139 spur","A605 spur",520197,296430,52.55245264,-0.22865227,0.20,0.12,Estimated,"Estimated from nearby links",26,97,8740,77,1672,212,54,69,20,63,88,505,11093
80964,2014,7,"East of England",129,Peterborough,A605,Major,"A1139 spur","A1139 spur",519960,296170,52.55016862,-0.23223985,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",1,37,6311,23,1065,143,11,12,3,15,28,213,7650
80967,2014,7,"East of England",129,Peterborough,A1139,Major,"A605 spur","A1139 spur",520170,296500,52.55308759,-0.22902496,0.60,0.37,Estimated,"Estimated from nearby links",24,171,19763,117,3426,471,99,133,68,307,444,1521,24999
81050,2014,7,"East of England",129,Peterborough,A47,Major,"Thorney Road","LA Boundary",529681,304681,52.62441157,-0.08562653,10.70,6.65,Estimated,"Estimated using previous year's AADF on this link",0,49,12007,64,3134,512,71,93,80,492,640,1889,17142
77187,2014,7,"East of England",129,Peterborough,A1260,Major,A15,"Phorpres Way roundabout",518300,295140,52.54127624,-0.25707613,0.40,0.25,Estimated,"Estimated from nearby links",2,95,25604,146,3199,237,77,108,30,41,42,535,29579
80972,2014,7,"East of England",129,Peterborough,A1139,Major,A1139,"A605 spur",519460,295970,52.54848134,-0.23968207,0.50,0.31,Estimated,"Estimated from nearby links",18,67,6004,53,1149,146,37,47,14,43,60,347,7620
75358,2014,7,"East of England",129,Peterborough,A6118,Major,A47,A1,507400,299830,52.58567888,-0.41621115,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",0,38,5735,31,1268,189,47,231,35,124,134,759,7832
80958,2014,7,"East of England",129,Peterborough,A1139,Major,"A605 spur",A1139,520140,296500,52.55309420,-0.22946720,0.30,0.19,Counted,"Manual count",0,86,5850,14,934,73,23,3,3,7,34,144,7027
80975,2014,7,"East of England",129,Peterborough,A1139,Major,A1260,"A1139 spur",518250,295800,52.54721765,-0.25757816,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",0,268,44616,126,6971,976,436,362,242,757,2454,5227,57207
75359,2014,7,"East of England",129,Peterborough,A6118,Major,A47,A1,507600,299850,52.58581911,-0.41325389,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",0,38,5735,31,1268,189,47,231,35,124,134,759,7832
941988,2014,7,"East of England",129,Peterborough,B1443,Minor,,,519792,306358,52.64174987,-0.23103248,,,Counted,"Manual count",34,25,2861,22,553,55,7,3,12,2,3,82,3544
85001,2014,7,"East of England",129,Peterborough,A47,Major,A15/A1139,A1139,521400,302480,52.60654772,-0.20870386,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",1,108,13096,58,2421,412,97,164,36,366,440,1515,17198
99373,2014,7,"East of England",129,Peterborough,A47,Major,A1139,A1073,522600,303000,52.61095087,-0.19080029,1.80,1.12,Counted,"Manual count",1,94,18197,90,2792,603,82,155,69,701,529,2140,23313
941998,2014,7,"East of England",129,Peterborough,C,Minor,,,518617,300540,52.58972980,-0.25047436,,,Counted,"Manual count",422,75,6410,171,528,57,21,4,2,8,0,91,7276
942017,2014,7,"East of England",129,Peterborough,U,Minor,,,518013,302615,52.60850629,-0.25864652,,,Counted,"Manual count",37,10,427,0,52,7,0,0,0,0,0,7,496
942034,2014,7,"East of England",129,Peterborough,U,Minor,,,520030,300950,52.59310403,-0.22947870,,,Counted,"Manual count",72,10,1408,133,125,0,0,0,0,0,0,0,1675
942012,2014,7,"East of England",129,Peterborough,U,Minor,,,517193,302463,52.60731780,-0.27080387,,,Counted,"Manual count",79,13,1123,2,94,20,1,0,0,0,0,21,1252
942014,2014,7,"East of England",129,Peterborough,U,Minor,,,517215,303949,52.62066574,-0.26995285,,,Counted,"Manual count",19,8,2118,0,212,20,12,0,2,0,0,35,2373
941982,2014,7,"East of England",129,Peterborough,B1040,Minor,,,527610,300412,52.58654523,-0.11784911,,,Counted,"Manual count",23,13,1581,1,382,25,12,2,15,19,14,87,2065
942001,2014,7,"East of England",129,Peterborough,U,Minor,,,518152,295455,52.54413884,-0.25914533,,,Counted,"Manual count",18,54,5705,107,661,125,54,52,14,20,22,286,6813
942018,2014,7,"East of England",129,Peterborough,U,Minor,,,514820,296015,52.54988303,-0.30806233,,,Counted,"Manual count",12,2,858,5,112,0,0,0,0,0,0,0,977
942029,2014,7,"East of England",129,Peterborough,U,Minor,,,518715,297340,52.56095447,-0.25017373,,,Counted,"Manual count",112,4,641,0,125,1,0,0,0,0,0,1,771
941985,2014,7,"East of England",129,Peterborough,B1167,Minor,,,531567,305017,52.62697709,-0.05764783,,,Counted,"Manual count",0,0,394,14,131,25,1,7,7,9,9,59,598
941987,2014,7,"East of England",129,Peterborough,B1443,Minor,,,504645,306898,52.64973195,-0.45462349,,,Counted,"Manual count",69,30,2515,35,280,26,1,5,4,4,3,43,2902
941989,2014,7,"East of England",129,Peterborough,B1443,Minor,,,515303,305802,52.63772528,-0.29753679,,,Counted,"Manual count",193,66,7859,195,756,37,7,0,0,0,0,44,8920
941994,2014,7,"East of England",129,Peterborough,C,Minor,,,521375,308155,52.65754502,-0.20698931,,,Estimated,"Estimated using previous year's AADF on this link",2,0,4,0,0,0,0,0,0,0,0,0,4
941996,2014,7,"East of England",129,Peterborough,C,Minor,,,514405,296570,52.55495751,-0.31398872,,,Counted,"Manual count",43,5,2855,49,184,5,0,0,0,1,0,6,3097
941992,2014,7,"East of England",129,Peterborough,C,Minor,,,518286,304809,52.62816132,-0.25383260,,,Counted,"Manual count",6,5,425,7,81,2,2,0,0,0,0,3,521
942009,2014,7,"East of England",129,Peterborough,U,Minor,,,518841,297717,52.56431458,-0.24818098,,,Counted,"Manual count",111,25,1105,0,163,4,1,0,0,0,0,5,1297
942010,2014,7,"East of England",129,Peterborough,U,Minor,,,516740,304963,52.62987942,-0.27660810,,,Counted,"Manual count",10,1,338,0,27,2,0,0,0,0,0,2,368
56096,2014,7,"East of England",129,Peterborough,A1139,Major,"A1139 Orton Parkway",A1260,516000,294840,52.53907476,-0.29107818,2.80,1.74,Counted,"Manual count",2,185,48040,99,8000,1287,300,227,108,567,3403,5891,62215
56220,2014,7,"East of England",129,Peterborough,A15,Major,"Bishop's Road roundabout",A1179,519000,298400,52.57041703,-0.24559155,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",393,200,25250,872,2602,212,63,32,27,3,3,341,29265
942002,2014,7,"East of England",129,Peterborough,U,Minor,,,517519,294331,52.53417569,-0.26887236,,,Counted,"Manual count",2,0,154,0,10,1,0,0,0,0,0,1,165
942013,2014,7,"East of England",129,Peterborough,U,Minor,,,516889,304272,52.62363830,-0.27465196,,,Counted,"Manual count",12,3,407,0,50,1,4,0,0,0,0,5,465
942020,2014,7,"East of England",129,Peterborough,U,Minor,,,519370,300012,52.58482078,-0.23955483,,,Counted,"Manual count",93,7,729,0,36,3,0,0,0,0,0,3,774
56517,2014,7,"East of England",129,Peterborough,A47,Major,A1260,A15,516550,300000,52.58532412,-0.28116108,4.00,2.49,Estimated,"Estimated using previous year's AADF on this link",0,188,33195,43,5161,658,96,285,100,561,553,2253,40840
99948,2014,7,"East of England",129,Peterborough,A605,Major,"A605 split",A1139,514000,296030,52.55018996,-0.32014490,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",95,28,5943,16,791,43,14,7,3,8,5,81,6859
941990,2014,7,"East of England",129,Peterborough,C,Minor,,,514986,306994,52.64850349,-0.30180418,,,Counted,"Manual count",261,95,4321,72,420,14,3,0,2,0,0,19,4926
942007,2014,7,"East of England",129,Peterborough,U,Minor,,,517413,294800,52.53841285,-0.27026870,,,Counted,"Manual count",8,0,291,0,24,2,0,0,0,0,0,2,318
942025,2014,7,"East of England",129,Peterborough,U,Minor,,,517315,303332,52.61510002,-0.26869516,,,Counted,"Manual count",121,32,4441,94,471,42,2,4,0,0,0,48,5086
951667,2014,7,"East of England",129,Peterborough,U,Minor,,,519017,301096,52.59463844,-0.24437310,,,Counted,"Manual count",65,8,761,2,105,4,0,0,0,0,0,4,880
81585,2014,7,"East of England",129,Peterborough,A47,Major,A15,A16,520206,302402,52.60611207,-0.22635490,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",1,108,13096,58,2421,412,97,164,36,366,440,1515,17198
81587,2014,7,"East of England",129,Peterborough,A16,Major,"LA Boundary",A47,521439,303577,52.61639595,-0.20772577,6.70,4.16,Estimated,"Estimated using previous year's AADF on this link",2,65,10162,24,1327,283,39,44,24,595,349,1334,12912
81508,2014,7,"East of England",129,Peterborough,A605,Major,"Stranhan Way roundabout before on slip for fletton Park","LA Boundary",522500,296170,52.54960358,-0.19479948,3.80,2.36,Estimated,"Estimated using previous year's AADF on this link",22,84,8224,107,1336,180,43,73,34,56,418,804,10555
73748,2009,7,"East of England",129,Peterborough,A43,Major,A1,"LA Boundary",502630,306000,52.64204655,-0.48467576,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",14,51,6242,40,1037,149,9,10,2,9,23,202,7572
73748,2006,7,"East of England",129,Peterborough,A43,Major,A1,"LA Boundary",502630,306000,52.64204655,-0.48467576,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",12,56,6153,30,925,153,8,8,3,11,22,205,7369
73748,2003,7,"East of England",129,Peterborough,A43,Major,A1,"LA Boundary",502630,306000,52.64204655,-0.48467576,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",12,54,6057,43,817,145,8,6,4,16,17,196,7167
73849,2002,7,"East of England",129,Peterborough,A1,Major,"A43 Worthorpe","LA Boundary",502100,305660,52.63909098,-0.49261067,0.30,0.19,Counted,"Dependent on a neighbouring counted link",0,174,31461,166,4180,1485,221,241,806,2775,2073,7601,43582
7543,2000,7,"East of England",129,Peterborough,A1260,Major,A1139,A605,517700,296000,52.54913385,-0.26561421,1.60,0.99,Estimated,"Estimated using previous year's AADF on this link",9,198,27588,282,3748,947,92,78,194,232,245,1788,33604
16480,2000,7,"East of England",129,Peterborough,A47,Major,"Fulbridge Rd roundabout",A15/A1139,519200,302100,52.60361986,-0.24131154,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",12,307,22795,130,2811,863,111,153,140,375,249,1891,27934
7995,2000,7,"East of England",129,Peterborough,A15,Major,A1129,A605,519000,297330,52.56080243,-0.24597520,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",299,119,6049,195,818,133,6,4,10,8,4,165,7346
6218,2000,7,"East of England",129,Peterborough,A15,Major,"LA Boundary",A1260,518380,294800,52.53820374,-0.25601819,2.40,1.49,Estimated,"Estimated using previous year's AADF on this link",48,162,11487,117,1177,263,39,45,21,30,29,427,13370
